index,millis,x,y
0,0,856,516
0,964,948,435
0,972,946,436
0,978,944,439
0,986,942,442
0,994,940,446
0,1002,938,451
0,1008,936,456
0,1016,935,462
0,1024,935,468
0,1032,935,475
0,1038,935,481
0,1046,935,488
0,1054,934,495
0,1062,933,503
0,1068,932,510
0,1076,929,518
0,1084,926,526
0,1092,923,535
0,1098,921,544
0,1108,919,552
0,1114,918,560
0,1122,917,568
0,1128,917,575
0,1136,916,582
0,1144,916,589
0,1152,916,597
0,1158,917,603
0,1166,917,610
0,1174,918,617
0,1182,918,623
0,1188,919,628
0,1196,920,633
0,1204,921,637
0,1212,922,641
0,1218,922,644
0,1226,923,647
0,1234,923,649
0,1242,923,651
0,1248,923,653
0,1258,923,653
0,1272,923,652
0,1278,922,651
0,1286,922,650
0,1294,922,648
0,1302,922,647
0,1308,922,645
0,1316,922,643
0,1324,922,642
0,1332,922,640
0,1338,922,639
0,1346,922,639
0,1376,922,639
0,1384,922,640
0,1392,923,640
0,1398,923,641
0,1408,924,642
0,1414,924,643
0,1422,924,644
0,1428,925,645
0,1436,926,646
0,1444,927,647
0,1452,928,648
0,1458,930,649
0,1466,931,651
0,1474,932,652
0,1482,933,654
0,1488,935,656
0,1496,936,658
0,1504,937,659
0,1512,937,661
0,1518,938,662
0,1526,939,662
0,1534,940,664
0,1546,940,665
0,1572,940,666
0,1586,940,666
0,1616,940,666
0,1624,940,665
0,1632,940,664
0,1638,940,664
0,1646,940,662
0,1654,940,662
0,1662,941,662
0,1668,941,661
0,1676,941,660
0,1684,941,659
0,1692,941,658
0,1698,941,657
0,1708,941,656
0,1714,941,654
0,1722,941,653
0,1728,941,652
0,1736,941,651
0,1744,942,651
0,1752,942,650
0,1758,942,649
0,1766,942,649
0,1796,941,649
0,1858,941,649
0,1864,941,650
0,1872,941,650
0,1886,941,651
0,1984,941,651
0,2014,941,650
0,2028,941,650
0,2082,941,650
0,2088,941,650
0,2092,941,650
