index,millis,x,y
0,0,852,394
0,2855,860,418
0,2863,859,420
0,2869,858,423
0,2877,855,427
0,2885,852,432
0,2893,848,436
0,2899,845,439
0,2983,875,402
0,2989,876,402
0,2997,877,401
0,3005,879,398
0,3013,882,396
0,3019,884,392
0,3027,887,389
0,3035,890,386
0,3043,893,384
0,3049,896,382
0,3057,898,382
0,3065,899,382
0,3073,900,383
0,3087,900,383
0,3103,901,383
0,3111,901,382
0,3117,902,382
0,3139,902,381
0,3147,902,381
0,3155,901,381
0,3163,901,380
0,3169,901,379
0,3177,901,378
0,3185,900,377
0,3193,900,375
0,3199,900,374
0,3207,900,374
0,3223,900,373
0,3229,900,373
0,3237,901,372
0,3245,901,371
0,3253,901,369
0,3261,901,367
0,3267,902,365
0,3275,902,363
0,3283,902,362
0,3297,902,361
0,3305,902,360
0,3319,902,359
0,3327,901,359
0,3335,901,358
0,3338,901,358
