index,millis,x,y
0,0,242,466
0,188,242,465
0,201,242,463
0,214,247,460
0,225,278,451
0,238,347,438
0,250,436,430
0,263,528,423
0,276,629,422
0,288,721,422
0,301,808,422
0,314,888,424
0,326,949,440
0,339,999,461
0,764,999,460
0,776,999,458
0,788,999,457
0,801,999,453
0,814,999,449
0,826,999,444
0,839,1003,438
0,852,1007,433
0,864,1009,428
0,877,1013,424
0,889,1015,420
0,901,1019,414
0,914,1022,409
0,926,1025,403
0,939,1028,396
0,952,1032,390
0,964,1035,383
0,977,1039,377
0,989,1044,369
0,1001,1048,361
0,1014,1052,353
0,1026,1057,343
0,1039,1061,334
0,1051,1065,325
0,1064,1071,317
0,1077,1075,309
0,1090,1079,301
0,1102,1082,294
0,1114,1086,287
0,1127,1089,281
0,1139,1091,275
0,1152,1094,268
0,1165,1097,260
0,1177,1102,253
0,1189,1105,246
0,1201,1110,238
0,1214,1113,232
0,1228,1117,225
0,1240,1119,221
0,1415,1119,221
0,1427,1119,221
0,1440,1119,220
0,1452,1119,219
0,1465,1119,218
0,1476,1118,218
0,1489,1118,217
0,1502,1117,216
0,1514,1116,215
0,1527,1114,214
0,1539,1112,213
0,1552,1111,212
0,1565,1110,211
0,1578,1108,210
0,1590,1108,209
0,1603,1107,208
0,1615,1106,207
0,1628,1106,206
0,1640,1106,205
0,1652,1105,204
0,1664,1105,203
0,1677,1105,203
0,1777,1105,203
