index,millis,x,y
0,0,21,165
0,308,23,165
0,320,31,165
0,334,54,165
0,345,98,161
0,359,178,156
0,371,296,152
0,383,424,152
0,395,547,152
0,408,662,152
0,420,759,152
0,433,837,152
0,446,898,152
0,458,951,152
0,708,951,151
0,721,951,145
0,735,951,135
0,746,951,125
0,758,951,117
0,770,951,111
0,783,951,106
0,795,951,102
0,808,951,98
0,820,951,95
0,833,953,91
0,845,955,88
0,858,958,83
0,871,960,80
0,883,962,76
0,896,965,74
0,908,967,71
0,922,969,68
0,933,972,65
0,946,974,62
0,958,976,59
0,971,977,57
0,984,980,55
0,996,981,54
0,1008,982,52
0,1021,983,51
0,1034,984,50
0,1046,984,49
0,1059,985,48
0,1071,987,47
0,1084,988,46
0,1096,989,45
0,1109,990,44
0,1121,991,43
0,1133,992,41
0,1146,994,40
0,1158,995,40
0,1171,996,39
0,1183,998,37
0,1196,999,37
0,1208,999,37
0,1221,999,37
0,1246,1000,36
0,1408,1000,36
0,1615,1000,36
