index,millis,x,y
0,0,1150,405
0,238,1137,414
0,250,1080,443
0,262,984,486
0,275,881,535
0,288,788,586
0,300,703,629
0,313,632,665
0,325,575,698
0,337,534,723
0,350,507,737
0,363,497,743
0,563,497,742
0,577,488,742
0,588,468,741
0,600,442,739
0,613,413,734
0,626,384,729
0,638,357,724
0,651,331,718
0,663,312,713
0,675,298,708
0,688,286,707
0,700,277,707
0,713,272,707
0,725,267,707
0,738,263,707
0,750,260,707
0,763,256,709
0,775,251,712
0,788,248,716
0,801,245,720
0,814,242,724
0,825,237,730
0,838,232,737
0,850,226,745
0,863,218,754
0,876,210,762
0,888,201,767
0,901,192,772
0,913,182,777
0,926,172,781
0,939,162,784
0,951,151,788
0,963,140,791
0,976,128,792
0,989,117,793
0,1001,109,793
0,1014,104,793
0,1026,100,793
0,1039,98,793
0,1052,95,793
0,1064,92,794
0,1077,90,794
0,1088,87,795
0,1101,86,796
0,1113,84,796
0,1126,82,797
0,1139,81,797
0,1151,80,799
0,1164,78,801
0,1176,76,803
0,1189,74,805
0,1202,73,806
0,1214,72,807
0,1227,71,807
0,1239,71,808
0,1252,71,808
0,1276,71,812
0,1339,71,812
