index,millis,x,y
0,0,1210,300
0,631,1209,300
0,639,1206,301
0,647,1202,303
0,655,1193,307
0,663,1183,311
0,671,1173,316
0,679,1154,325
0,687,1137,334
0,695,1120,341
0,703,1097,352
0,712,1078,361
0,719,1059,370
0,727,1036,379
0,735,1017,388
0,743,999,397
0,751,977,406
0,759,960,415
0,767,943,424
0,775,924,433
0,783,909,442
0,796,894,451
0,799,877,460
0,807,864,469
0,815,851,478
0,823,836,487
0,831,823,494
0,839,812,501
0,847,799,508
0,855,788,515
0,863,779,520
0,871,770,527
0,879,761,532
0,887,752,537
0,895,741,542
0,903,734,547
0,911,727,552
0,919,720,557
0,927,711,562
0,935,703,567
0,943,694,571
0,951,685,576
0,959,677,581
0,967,668,588
0,975,660,594
0,983,651,601
0,991,641,607
0,999,633,612
0,1007,624,617
0,1015,612,623
0,1023,603,628
0,1031,595,633
0,1039,588,637
0,1047,582,642
0,1055,575,644
0,1063,569,647
0,1074,564,648
0,1079,560,650
0,1087,559,651
0,1095,558,652
0,1103,557,652
0,1111,556,653
0,1152,556,653
