index,millis,x,y
0,1,477,174
0,19249,492,149
0,19261,547,70
0,19274,608,0
0,19288,675,0
0,19300,738,0
0,19311,793,0
0,19324,829,0
0,19512,838,0
0,19525,863,0
0,19538,910,0
0,19549,961,0
0,19562,1010,0
0,19574,1055,0
0,19587,1097,0
0,19600,1137,0
0,19612,1169,0
0,19625,1191,0
0,19638,1205,0
0,19649,1211,0
0,19661,1215,0
0,19675,1217,0
0,19687,1220,0
0,19699,1222,0
0,19712,1225,0
0,19725,1228,0
0,19737,1230,0
0,19750,1232,0
0,19762,1235,0
0,19775,1237,0
0,19788,1239,0
0,19801,1240,0
0,19813,1240,0
0,19825,1240,0
0,19838,1241,0
0,19863,1241,0
0,19950,1241,0
0,19963,1236,0
0,19975,1228,0
0,19988,1220,0
0,20001,1214,0
0,20013,1210,0
0,20025,1208,0
0,20038,1207,0
0,20050,1207,0
0,20113,1207,0
0,20126,1206,0
0,20175,1206,0
0,20538,1206,0
