index,millis,x,y
0,0,1214,165
0,191,1213,167
0,198,1212,168
0,206,1210,169
0,214,1210,170
0,222,1209,171
0,230,1208,173
0,238,1204,178
0,246,1200,185
0,254,1195,193
0,262,1187,204
0,270,1179,216
0,278,1170,228
0,286,1157,245
0,295,1142,262
0,302,1127,279
0,310,1110,296
0,318,1089,317
0,326,1072,334
0,334,1053,351
0,342,1032,368
0,350,1017,381
0,358,1002,392
0,366,987,403
0,374,980,410
0,382,975,415
0,390,970,420
0,406,970,421
0,638,969,422
0,1286,968,423
0,1294,966,427
0,1302,964,432
0,1310,952,456
0,1318,937,481
0,1326,920,508
0,1334,889,547
0,1342,860,578
0,1350,833,609
0,1358,794,648
0,1366,769,675
0,1375,744,702
0,1382,715,731
0,1391,694,750
0,1399,675,767
0,1406,656,782
0,1414,645,791
0,1422,636,800
0,1430,627,807
0,1438,622,809
0,1446,618,809
0,1454,617,810
0,1478,616,810
0,1494,615,809
0,1502,614,809
0,1518,613,809
0,1526,612,809
0,1534,611,809
0,1542,610,810
0,1550,608,810
0,1558,605,811
0,1566,601,812
0,1574,596,814
0,1582,589,816
0,1590,582,818
0,1598,572,821
0,1606,562,823
0,1614,553,826
0,1622,540,830
0,1630,528,832
0,1638,516,834
0,1646,506,837
0,1654,499,839
0,1662,496,840
0,1670,495,840
0,1711,495,840
