index,millis,x,y
0,0,1092,662
0,9240,1093,662
0,9247,1096,658
0,9255,1105,647
0,9263,1118,628
0,9271,1145,597
0,9279,1172,570
0,9287,1203,543
0,9295,1254,504
0,9303,1295,475
0,9311,1330,447
0,9319,1375,411
0,9327,1410,380
0,9335,1443,349
0,9343,1480,310
0,9351,1507,277
0,9359,1530,250
0,9367,1559,219
0,9375,1580,196
0,9383,1599,173
0,9391,1618,150
0,9399,1631,133
0,9407,1644,116
0,9415,1655,95
0,9423,1664,76
0,9431,1669,63
0,9439,1676,50
0,9448,1681,45
0,9487,1681,43
0,9495,1681,42
0,9503,1680,41
0,9511,1679,41
0,9519,1677,41
0,9527,1676,41
0,9535,1675,42
0,9543,1674,44
0,9551,1672,46
0,9559,1670,47
0,9567,1668,47
0,9575,1666,47
0,9583,1664,46
0,9591,1662,44
0,9599,1660,43
0,9647,1659,43
0,9671,1658,43
0,9687,1658,44
0,9746,1658,44
