index,millis,x,y
0,0,905,358
0,287,906,359
0,299,906,361
0,310,901,361
0,323,846,361
0,335,742,361
0,348,617,360
0,361,486,344
0,373,364,322
0,387,259,293
0,398,170,261
0,412,100,230
0,425,51,203
0,436,20,183
0,675,20,182
0,687,20,178
0,700,20,173
0,711,20,170
0,724,20,167
0,737,20,165
0,749,20,163
0,762,20,161
0,777,21,157
0,787,22,152
0,799,24,147
0,811,26,143
0,824,27,139
0,837,29,137
0,849,30,134
0,862,31,132
0,874,32,129
0,887,32,126
0,899,32,123
0,912,32,121
0,925,32,120
0,938,32,119
0,950,32,117
0,962,32,117
0,974,32,115
0,987,30,114
0,1000,25,111
0,1013,22,111
0,1024,19,109
0,1039,17,107
0,1050,16,106
0,1062,15,105
0,1075,14,105
0,1086,14,105
0,1099,14,104
0,1111,14,103
0,1125,14,103
0,1136,14,103
0,1149,14,102
0,1163,14,102
0,1174,14,102
0,1225,14,102
