index,millis,x,y
0,0,187,214
0,274,186,213
0,287,186,211
0,299,186,207
0,311,186,205
0,324,186,204
0,336,186,204
0,362,187,204
0,374,188,204
0,387,189,204
0,400,191,206
0,412,193,211
0,424,195,216
0,437,197,221
0,450,199,225
0,462,201,228
0,475,203,231
0,486,204,235
0,499,207,238
0,511,209,242
0,524,211,245
0,537,213,247
0,549,214,249
0,562,215,249
0,575,216,249
0,599,217,249
0,637,220,254
0,650,222,260
0,661,224,269
0,674,226,279
0,687,228,292
0,699,229,311
0,712,230,343
0,724,231,382
0,737,231,422
0,749,231,460
0,762,231,490
0,774,231,512
0,787,231,524
0,800,231,530
0,812,231,533
0,825,231,534
0,837,231,536
0,850,231,537
0,863,231,538
0,875,231,538
0,924,231,539
0,950,231,540
0,962,231,541
0,975,231,541
0,1163,231,542
0,1300,231,542
