index,millis,x,y
0,0,979,380
0,711,976,381
0,719,970,383
0,727,958,386
0,735,939,391
0,743,920,396
0,752,901,401
0,759,874,408
0,767,855,415
0,775,836,422
0,783,811,429
0,791,794,436
0,799,777,443
0,807,760,450
0,815,747,455
0,823,738,460
0,831,729,465
0,839,722,467
0,847,717,469
0,855,715,469
0,863,713,470
0,871,712,471
0,879,711,472
0,887,710,474
0,895,708,477
0,903,705,480
0,911,703,482
0,919,700,484
0,927,696,488
0,935,690,491
0,943,685,495
0,951,678,499
0,959,671,503
0,967,664,504
0,975,655,507
0,983,648,511
0,991,640,512
0,999,631,515
0,1007,621,518
0,1015,611,519
0,1023,598,522
0,1031,586,525
0,1039,573,527
0,1047,565,530
0,1055,554,533
0,1063,547,535
0,1071,541,535
0,1104,541,535
