index,millis,x,y
0,0,389,228
0,390,383,232
0,398,388,232
0,406,397,230
0,414,409,230
0,422,430,230
0,430,449,233
0,438,468,238
0,446,492,249
0,454,516,258
0,462,539,267
0,470,570,280
0,478,593,289
0,486,616,298
0,494,643,307
0,502,660,316
0,510,677,323
0,518,688,330
0,526,697,332
0,534,699,332
0,838,700,334
0,846,701,335
0,862,702,336
0,878,702,337
0,894,703,338
0,918,704,339
0,942,705,340
0,1342,704,340
0,1350,702,340
0,1358,700,341
0,1366,696,341
0,1374,692,342
0,1382,687,343
0,1390,680,345
0,1398,673,347
0,1406,666,349
0,1414,655,349
0,1421,646,353
0,1430,637,354
0,1438,623,354
0,1446,613,354
0,1454,603,354
0,1462,595,353
0,1470,591,351
0,1478,587,349
0,1486,583,347
0,1494,578,342
0,1502,572,336
0,1510,567,327
0,1518,561,319
0,1526,555,312
0,1534,548,302
0,1542,544,292
0,1550,540,284
0,1558,535,274
0,1566,533,266
0,1574,533,258
0,1582,530,250
0,1590,529,245
0,1599,527,241
0,1606,527,239
0,1614,526,238
0,1742,525,238
0,1750,524,238
0,1758,521,238
0,1766,519,238
0,1774,516,239
0,1782,513,239
0,1790,510,239
0,1798,507,239
0,1806,505,239
0,1814,503,239
0,1822,499,238
0,1830,497,236
0,1838,494,235
0,1846,492,234
0,1854,491,233
0,1862,490,232
0,1878,488,231
0,1894,488,230
0,1902,488,230
0,1966,488,230
0,1982,490,231
0,1998,490,232
0,2006,491,233
0,2103,491,233
