index,millis,x,y
0,0,1824,62
0,357,1815,66
0,369,1787,75
0,381,1716,93
0,393,1639,107
0,405,1555,126
0,418,1472,146
0,430,1396,169
0,443,1329,196
0,455,1269,222
0,468,1222,246
0,481,1183,271
0,493,1145,296
0,869,1145,297
0,881,1124,311
0,893,1083,344
0,907,1035,379
0,919,988,416
0,931,939,454
0,944,900,488
0,956,865,519
0,969,832,548
0,981,807,575
0,993,785,600
0,1006,764,624
0,1018,747,642
0,275873,747,641
0,275885,746,638
0,275897,733,629
0,275910,691,604
0,275922,618,564
0,275935,540,529
0,275947,468,494
0,275961,405,467
0,275973,353,445
0,275985,311,429
0,275998,280,415
0,276010,259,407
0,276023,246,401
0,276039,236,396
0,276049,226,392
0,276060,214,389
0,276073,199,386
0,276085,181,382
0,276098,156,376
0,276110,131,368
0,276123,111,361
0,276135,91,354
0,276148,71,348
0,276160,52,344
0,276172,37,341
0,276185,26,338
0,276197,19,336
0,276210,17,334
0,276222,17,333
0,276235,16,331
0,276248,15,328
0,276260,13,324
0,276273,11,319
0,276285,9,314
0,276298,6,308
0,276310,4,300
0,276323,2,293
0,276336,0,286
0,276347,0,280
0,276360,0,276
0,276373,0,274
0,276385,0,273
0,276398,0,273
0,276497,1,273
0,276510,2,273
0,276523,2,273
0,276536,2,273
0,276549,3,273
0,276560,4,272
0,276573,5,271
0,276585,6,270
0,276598,7,270
0,276610,9,269
0,276623,10,269
0,276635,11,268
0,276648,13,267
0,276660,14,266
0,276673,16,266
0,276684,17,265
0,276698,19,265
0,276710,21,265
0,276723,22,265
0,276735,23,265
0,276748,24,265
0,276760,24,264
0,276773,25,264
0,276785,25,264
0,276898,25,264
