index,millis,x,y
0,0,492,233
0,519,492,234
0,527,492,238
0,536,490,258
0,543,484,279
0,551,480,308
0,559,465,355
0,567,450,394
0,575,433,433
0,583,404,486
0,591,379,525
0,599,354,564
0,607,323,603
0,615,304,632
0,623,287,655
0,631,272,678
0,639,263,693
0,647,258,704
0,655,253,711
0,663,251,716
0,671,249,717
0,679,249,718
0,759,249,719
0,767,247,721
0,775,244,725
0,783,238,733
0,791,230,741
0,799,217,758
0,807,206,771
0,815,193,784
0,823,178,797
0,831,165,808
0,839,154,815
0,847,141,822
0,855,130,824
0,863,124,826
0,871,121,826
0,919,121,827
0,927,121,829
0,935,121,832
0,943,119,837
0,951,118,844
0,959,114,849
0,967,110,857
0,975,105,863
0,983,101,869
0,991,101,871
0,999,100,872
0,1103,101,872
0,1111,104,870
0,1120,107,868
0,1127,108,867
0,1135,109,867
0,1143,110,867
0,1192,111,867
0,1215,111,868
0,1223,112,868
0,1231,113,868
0,1240,114,868
0,1255,115,868
0,1263,116,868
0,1271,117,868
0,2615,117,868
