index,millis,x,y
0,0,10,5
0,51,11,3
0,63,12,2
0,75,13,2
0,88,15,2
0,100,17,1
0,113,18,1
0,124,19,0
0,137,20,0
0,150,21,0
0,175,21,0
0,187,21,0
0,275,30,2
0,288,57,24
0,299,115,65
0,312,183,116
0,325,259,174
0,337,347,249
0,350,443,330
0,362,538,417
0,375,620,504
0,387,684,593
0,564,717,610
0,575,735,618
0,589,799,648
0,600,896,691
0,613,1007,735
0,625,1119,783
0,638,1237,834
0,649,1366,906
0,662,1495,986
0,674,1592,1052
0,680,1510,1052
0,687,1564,1079
0,697,1510,1079
0,699,1530,1079
0,715,1510,1079
0,850,1510,1079
0,862,1513,1079
0,875,1523,1079
0,877,1510,1079
0,887,1527,1079
0,895,1510,1079
0,900,1538,1079
0,913,1580,1079
0,913,1510,1079
0,923,1510,1079
0,925,1559,1079
0,938,1610,1079
0,941,1510,1079
0,949,1510,1079
0,949,1558,1079
0,962,1601,1079
0,968,1510,1079
0,974,1542,1079
0,976,1510,1079
0,986,1510,1079
0,987,1532,1079
0,1000,1546,1079
0,1004,1510,1079
0,1012,1510,1079
0,1012,1516,1079
0,1025,1520,1079
0,1212,1520,1078
0,1225,1519,1076
0,1237,1518,1073
0,1250,1515,1070
0,1262,1513,1068
0,1275,1511,1066
0,1288,1509,1064
0,1300,1508,1062
0,1313,1506,1059
0,1326,1504,1057
0,1337,1504,1056
0,1349,1503,1055
0,1362,1503,1055
0,1375,1502,1054
0,1400,1502,1054
0,1437,1500,1052
0,1450,1498,1051
0,1462,1498,1050
0,1550,1502,1050
0,1563,1509,1050
0,1574,1527,1053
0,1581,1510,1053
0,1587,1536,1055
0,1599,1510,1055
0,1599,1545,1056
0,1612,1586,1057
0,1617,1510,1056
0,1624,1557,1057
0,1626,1510,1057
0,1634,1510,1057
0,1637,1560,1058
0,1650,1612,1059
0,1652,1510,1058
0,1662,1564,1060
0,1662,1510,1059
0,1670,1510,1060
0,1674,1558,1062
0,1688,1600,1065
0,1688,1510,1062
0,1697,1510,1065
0,1699,1539,1065
0,1712,1554,1066
0,1715,1510,1065
0,1724,1514,1065
0,1725,1510,1066
0,1975,1510,1065
0,1986,1510,1062
0,2000,1512,1058
0,2011,1519,1053
0,2024,1534,1044
0,2033,1510,1044
0,2036,1532,1035
0,2049,1557,1026
0,2051,1510,1035
0,2061,1510,1026
0,2061,1538,1018
0,2074,1565,1013
0,2078,1510,1018
0,2087,1534,1015
0,2087,1510,1013
0,2096,1510,1015
0,2099,1530,1012
0,2112,1544,1010
0,2114,1510,1012
0,2124,1510,1010
0,2124,1521,1009
0,2137,1527,1009
0,2141,1510,1009
0,2149,1513,1008
0,2150,1510,1009
0,2162,1512,1008
0,2174,1514,1008
0,2187,1516,1008
0,2200,1518,1008
0,2212,1520,1008
0,2225,1521,1011
0,2231,1510,1011
0,2236,1511,1013
0,2249,1512,1015
0,2261,1514,1018
0,2274,1515,1022
0,2287,1516,1026
0,2299,1518,1029
0,2312,1520,1033
0,2324,1521,1037
0,2329,1510,1037
0,2337,1511,1041
0,2350,1511,1045
0,2362,1513,1050
0,2375,1514,1055
0,2387,1516,1060
0,2399,1517,1065
0,2412,1518,1069
0,2424,1519,1072
0,2437,1520,1075
0,2449,1521,1078
0,2456,1510,1078
0,2461,1510,1079
0,2474,1511,1079
0,2487,1511,1079
0,2499,1511,1079
0,2512,1511,1079
0,2812,1512,1079
0,2825,1514,1078
0,2837,1516,1076
0,2850,1518,1074
0,2862,1519,1073
0,2875,1521,1072
0,2881,1510,1072
0,2887,1511,1069
0,2900,1513,1069
0,2912,1515,1067
0,2925,1517,1066
0,2937,1519,1066
0,2950,1520,1065
0,2962,1520,1064
0,2974,1521,1064
0,2980,1510,1064
0,2986,1510,1063
0,2999,1511,1063
0,3024,1511,1063
0,3036,1512,1063
0,3062,1512,1063
0,3112,1512,1063
0,3200,1512,1063
0,3211,1512,1064
0,3224,1512,1064
0,3236,1512,1065
0,3249,1512,1065
0,3262,1512,1066
0,3274,1512,1066
0,3312,1512,1067
0,3362,1512,1067
0,3387,1512,1067
0,3411,1512,1068
0,3424,1512,1068
0,3449,1512,1069
0,3462,1512,1069
0,3474,1512,1069
0,3487,1512,1069
0,3511,1512,1070
0,3537,1512,1071
0,3549,1512,1071
0,3574,1512,1071
0,3587,1512,1072
0,3612,1512,1072
0,3625,1512,1072
0,3637,1512,1073
0,3649,1512,1073
0,3661,1512,1074
0,3674,1512,1074
0,3687,1512,1074
0,3712,1512,1075
0,3724,1512,1075
0,3737,1512,1075
0,3749,1512,1076
0,3761,1512,1076
0,3774,1512,1076
0,3786,1512,1076
0,3862,1512,1077
0,3962,1512,1077
0,3987,1512,1077
0,4161,1513,1077
0,4174,1513,1077
0,4174,1513,1077
