index,millis,x,y
0,0,793,1065
0,513,793,1064
0,526,793,1063
0,537,793,1061
0,550,793,1059
0,562,793,1052
0,575,793,1036
0,587,793,1006
0,600,798,967
0,613,813,919
0,625,830,869
0,638,849,818
0,650,870,765
0,663,889,720
0,675,907,679
0,688,921,645
0,700,937,617
0,713,951,591
0,725,962,571
0,738,970,556
0,750,980,541
0,763,988,526
0,776,997,512
0,788,1004,501
0,801,1009,493
0,813,1010,490
0,826,1011,488
0,838,1011,487
0,851,1012,487
0,913,1012,487
0,1101,1004,488
0,1113,990,489
0,1125,964,490
0,1138,937,490
0,1151,912,490
0,1163,894,490
0,1176,880,484
0,1188,870,476
0,1200,859,458
0,1738,859,447
0,1750,886,409
0,1762,936,346
0,1775,995,281
0,1788,1058,218
0,1800,1120,164
0,1813,1175,121
0,1827,1220,88
0,1838,1255,65
0,1852,1280,51
0,1863,1293,44
0,1876,1300,42
0,1888,1304,42
0,2063,1300,38
0,2075,1296,34
0,2088,1290,31
0,2100,1283,27
0,2113,1274,24
0,2126,1264,21
0,2138,1256,17
0,2150,1249,13
0,2163,1244,10
0,2175,1241,8
0,2188,1240,6
0,2200,1239,5
0,2213,1238,5
0,2226,1237,4
0,2238,1236,4
0,2251,1236,4
0,2263,1236,3
0,2276,1236,3
0,2288,1235,3
0,2325,1234,3
0,2338,1233,3
0,2351,1231,3
0,2363,1228,3
0,2376,1225,3
0,2388,1222,3
0,2401,1219,2
0,2415,1216,2
0,2425,1213,2
0,2438,1210,2
0,2450,1208,2
0,2463,1205,2
0,2476,1203,2
0,2488,1202,2
0,2501,1200,2
0,2513,1200,2
0,2788,1200,2
