index,millis,x,y
0,0,933,899
0,1186,1005,884
0,1198,995,890
0,1211,976,903
0,1223,954,920
0,1236,932,936
0,1248,913,951
0,1261,897,962
0,1273,886,971
0,1286,876,979
0,1298,868,987
0,1311,861,995
0,1324,856,1004
0,1336,851,1013
0,1350,847,1020
0,1361,845,1023
0,1374,844,1025
0,1386,843,1025
0,1399,843,1026
0,1411,843,1027
0,1424,842,1028
0,1435,841,1029
0,1448,840,1030
0,1461,840,1031
0,1474,839,1033
0,1486,837,1035
0,1499,836,1038
0,1511,835,1040
0,1523,833,1042
0,1536,832,1044
0,1548,831,1047
0,1561,830,1048
0,1573,829,1049
0,1586,829,1050
0,1810,829,1050
