index,millis,x,y
0,0,647,509
0,119,648,509
0,127,649,509
0,135,651,509
0,143,653,509
0,151,658,509
0,159,663,509
0,167,669,509
0,175,679,509
0,183,690,509
0,191,701,509
0,199,717,509
0,207,730,509
0,214,742,509
0,222,754,509
0,230,760,509
0,238,766,509
0,246,770,509
0,254,771,509
0,262,772,509
0,270,773,509
0,286,774,509
0,294,775,509
0,302,777,509
0,310,778,509
0,318,781,509
0,326,783,509
0,334,785,509
0,342,788,509
0,350,789,509
0,358,791,509
0,366,792,509
0,374,793,509
0,390,794,509
0,398,795,509
0,406,796,509
0,414,798,509
0,422,800,509
0,430,802,509
0,438,805,509
0,446,807,510
0,454,810,510
0,462,812,510
0,470,814,510
0,478,815,510
0,486,817,510
0,494,819,510
0,502,820,510
0,510,821,511
0,518,822,511
0,526,823,511
0,534,824,511
0,550,825,511
0,574,826,512
0,606,827,512
0,630,828,513
0,662,829,513
0,678,829,514
0,686,830,514
0,710,831,515
0,806,832,515
0,1006,833,515
0,1078,834,515
0,1126,835,514
0,1182,836,513
0,1481,836,513
