index,millis,x,y
0,0,233,918
0,2935,237,917
0,2948,249,913
0,2960,278,906
0,2974,328,898
0,2985,383,892
0,2998,435,890
0,3011,484,888
0,3024,525,888
0,3036,552,888
0,3049,574,888
0,16503,570,882
0,16516,563,872
0,16528,554,859
0,16539,541,842
0,16552,532,829
0,16564,526,819
0,16577,520,809
0,16592,516,800
0,16602,513,791
0,16616,511,784
0,16627,509,777
0,16640,509,771
0,16653,507,766
0,16665,507,759
0,16678,507,752
0,16690,507,748
0,16703,507,745
0,16715,507,744
0,16741,507,743
0,16903,507,741
0,16915,507,738
0,16928,507,735
0,16940,507,733
0,16953,507,730
0,16965,507,729
0,16978,507,728
0,16990,507,727
0,17003,507,726
0,17015,507,725
0,17028,507,725
0,17040,507,724
0,17053,507,724
0,17440,507,724
