index,millis,x,y
0,0,1743,926
0,5050,1734,925
0,5052,1510,925
0,5062,1427,891
0,5073,1311,831
0,5086,1189,767
0,5098,1062,696
0,5111,928,624
0,5124,794,552
0,5136,676,486
0,5149,567,422
0,5162,476,364
0,5174,398,310
0,5186,343,275
0,5199,304,260
0,5424,283,227
0,5436,267,212
0,5449,228,171
0,5461,183,123
0,5474,141,82
0,5487,102,52
0,5498,71,29
0,5511,45,11
0,5524,27,0
0,5536,17,0
0,5549,13,0
0,5562,12,0
0,5574,11,0
0,5586,11,0
0,5599,11,0
0,5611,10,0
0,5624,9,0
0,5636,9,0
0,5649,8,0
0,5662,7,0
0,5674,6,0
0,5687,5,0
0,5699,3,0
0,5712,0,0
0,5724,0,0
0,5737,0,0
0,5749,0,0
0,5762,0,0
0,5774,0,0
0,6086,0,0
