index,millis,x,y
0,0,689,27
0,800,690,27
0,813,692,27
0,825,695,27
0,838,699,27
0,850,702,27
0,863,708,27
0,875,711,26
0,887,714,26
0,900,717,26
0,912,719,26
0,925,721,26
0,938,722,26
0,950,723,26
0,963,724,26
0,975,725,26
0,988,725,26
0,1000,727,26
0,1013,727,26
0,1025,728,26
0,1038,729,26
0,1050,730,26
0,1076,730,26
0,1088,731,26
0,1101,731,26
0,1125,732,26
0,1150,732,25
0,1163,733,25
0,1188,734,24
0,1213,734,24
0,1238,735,24
0,1262,735,24
0,1287,736,23
0,1312,736,23
0,1325,737,23
0,1337,737,23
0,1350,738,22
0,1363,739,22
0,1375,741,21
0,1387,744,21
0,1399,747,20
0,1412,749,19
0,1425,751,19
0,1437,753,18
0,1450,755,18
0,1462,755,18
0,1475,756,18
0,1487,757,18
0,1811,757,18
