index,millis,x,y
0,0,1196,0
0,305,1197,0
0,317,1198,0
0,330,1199,2
0,343,1200,5
0,355,1201,8
0,367,1203,13
0,380,1205,17
0,393,1206,21
0,405,1208,26
0,418,1210,30
0,430,1213,34
0,442,1214,36
0,455,1214,38
0,467,1215,40
0,480,1215,40
0,492,1216,41
0,505,1216,43
0,517,1217,44
0,530,1217,44
0,542,1217,45
0,555,1218,46
0,568,1218,48
0,580,1219,49
0,593,1220,50
0,606,1220,51
0,619,1220,52
0,630,1220,52
0,655,1220,52
0,668,1220,52
0,680,1221,53
0,693,1221,54
0,706,1221,55
0,718,1221,55
0,730,1221,57
0,743,1221,58
0,755,1221,59
0,768,1221,59
0,780,1221,60
0,793,1221,61
0,805,1221,61
0,818,1221,62
0,830,1221,62
0,843,1221,62
0,855,1221,62
0,868,1221,63
0,956,1221,63
