index,millis,x,y
0,0,1763,943
0,1924,1746,940
0,1925,1510,940
0,1936,1453,913
0,1948,1369,871
0,1961,1284,827
0,1973,1197,781
0,1986,1121,737
0,1998,1053,698
0,2011,995,668
0,2023,949,640
0,2036,914,618
0,2048,889,599
0,2061,874,588
0,2073,867,582
0,2086,864,581
0,2100,864,580
0,2111,864,580
0,2124,864,580
0,2136,863,580
0,2162,863,580
0,2174,863,580
0,2211,857,578
0,2224,851,575
0,2236,844,572
0,2249,837,570
0,2261,832,569
0,2274,828,569
0,2286,825,569
0,2299,824,569
0,2312,823,571
0,2324,823,579
0,2337,823,591
0,2349,823,605
0,2361,823,618
0,2373,839,632
0,2375,839,632
