index,millis,x,y
0,0,820,375
0,212,824,375
0,222,837,373
0,236,862,368
0,248,900,361
0,260,935,353
0,273,965,347
0,286,992,342
0,298,1013,337
0,311,1031,335
0,323,1045,333
0,336,1066,333
0,2010,1048,337
0,2023,968,344
0,2035,871,347
0,2048,779,347
0,2060,696,347
0,2073,629,347
0,2085,575,347
0,2097,529,347
0,2110,490,347
0,2123,462,347
0,2135,444,347
0,2348,430,355
0,2361,415,362
0,2372,383,383
0,2385,338,426
0,2397,296,475
0,2410,264,528
0,2422,235,583
0,2435,213,642
0,2447,200,698
0,2460,195,745
0,2473,192,782
0,2485,190,806
0,2498,187,816
0,2660,187,820
0,2673,183,822
0,2686,177,824
0,2698,169,826
0,2710,163,827
0,2723,156,827
0,2735,150,829
0,2747,143,830
0,2760,137,833
0,2773,130,836
0,2785,123,837
0,2798,119,839
0,2810,114,839
0,2823,112,840
0,2835,109,841
0,2848,108,841
0,2860,107,842
0,2872,106,843
0,2885,105,843
0,2897,104,843
0,2910,103,843
0,2935,102,843
0,2947,101,843
0,2960,100,843
0,2972,99,841
0,2985,98,839
0,2998,97,837
0,3010,96,834
0,3022,95,832
0,3035,94,831
0,3047,93,829
0,3060,92,827
0,3073,91,826
0,3085,90,825
0,3098,89,823
0,3110,88,822
0,3123,87,821
0,3136,86,820
0,3147,85,820
0,3160,84,819
0,3172,83,818
0,3185,82,817
0,3198,80,817
0,3210,79,816
0,3223,78,815
0,3235,76,815
0,3248,74,814
0,3260,73,814
0,3273,71,813
0,3285,70,812
0,3298,69,812
0,3310,68,811
0,3322,68,811
0,3334,67,811
0,3347,67,811
0,3360,67,811
0,3424,67,811
